Simulation Run,Loss Event Frequency,Annualized Risk ($),Secondary Response ($),Fines and Judgements ($),Reputation ($),Primary Response ($)
31086,0.633993405,19157.79237,312.8420092,287.092219,634.0947559,63409.47559
31087,1.302302688,76975.76447,340.3894883,479.3678729,399.8099577,39980.99577
31088,0.929780305,27618.52493,335.2908087,262.3795485,659.8686165,65986.86165
31089,1.891630668,58771.63459,240.5896711,196.9722092,505.3714059,50537.14059
31090,1.391658716,81152.69336,402.3248906,245.6428684,559.0802337,55908.02337
31091,1.154191452,30922.93862,245.835871,146.7393347,284.0246357,28402.46357
31092,1.264897061,77706.27964,165.5084015,312.7456074,287.5951165,28759.51165
31093,1.250811807,31267.56157,288.4224456,269.8640603,358.0467054,35804.67054
31094,1.040932465,31289.26817,489.9763929,213.1799822,607.5667658,60756.67658
31095,1.321860402,66118.70446,229.0450029,195.3676821,466.0454988,46604.54988
31096,0.845345951,24349.38655,182.9006262,138.1105472,319.8927724,31989.27724
31097,0.736805825,39332.8605,268.052789,152.2298685,535.7494175,53574.94175
31098,1.427798372,48479.9153,309.6768067,315.422799,497.8300848,49783.00848
31099,1.160427298,36643.28653,230.5762849,261.2577961,272.2396034,27223.96034
31100,1.172022158,38531.97739,343.1055386,208.6900809,663.0117333,66301.17333
31101,0.562422832,18686.38448,282.3364213,286.4629775,493.371563,49337.1563
31102,0.967935043,41210.39968,578.4003717,300.7655983,1109.511369,110951.1369
31103,0.431390626,11350.00453,198.9708357,168.3071702,342.4112966,34241.12966
31104,0.836490952,23773.86926,561.5630741,470.530831,1074.016351,107401.6351
31105,1.82579018,91585.14941,408.1839304,330.5405714,681.6174195,68161.74195
31106,1.440524493,84719.2371,214.6951715,422.6659422,385.1622001,38516.22001
31107,1.079223488,62015.61461,166.7149064,179.5276875,215.7263425,21572.63425
31108,0.993573514,26903.45542,346.6945829,200.9121257,566.2248325,56622.48325
31109,0.818990129,37353.14818,465.1743488,269.5470415,732.2296203,73222.96203
31110,1.53261464,53568.5973,396.3052186,176.9267355,793.9568635,79395.68635
31111,1.096275289,26664.40187,254.6902183,86.19254137,539.3201816,53932.01816
31112,2.267348712,103602.4317,240.6647784,109.9853612,313.0460125,31304.60125
31113,0.577320575,28148.92338,326.5849885,285.9072044,527.8863243,52788.63243
31114,1.168276445,49063.61864,175.7886193,106.3136581,355.3905143,35539.05143
31115,0.986258372,42684.70687,143.6693939,46.36758863,278.6087203,27860.87203
31116,0.959227083,26513.09383,228.7582406,189.1064824,338.6228258,33862.28258
31117,0.71718658,36953.31815,132.2518564,331.8279361,207.9747657,20797.47657
31118,1.032626648,35914.24229,599.4297247,262.257031,1289.506203,128950.6203
31119,1.3351662,54724.36688,267.3291201,63.58293619,406.8082074,40680.82074
31120,1.239926457,39490.28368,460.412806,564.2742,872.7501461,87275.01461
31121,0.777957652,31252.15204,421.4598723,245.8938399,660.8010353,66080.10353
31122,1.144466459,22849.22909,184.4829234,214.0968576,377.7741236,37777.41236
31123,1.220646012,66760.29522,548.6706181,360.7705335,1250.955693,125095.5693
31124,1.257372309,52296.48186,277.4983517,188.8256231,490.8683331,49086.83331
31125,1.317993965,41507.03505,411.5456579,130.6986395,781.8043184,78180.43184
31126,1.135616375,26689.97351,200.5043614,170.7572616,275.5952075,27559.52075
31127,0.704497473,21652.6278,345.5997315,216.4193127,632.833324,63283.3324
31128,1.239634766,44564.06175,410.7279328,400.0969807,562.7016,56270.16
31129,0.863832603,34874.51587,354.7575737,423.0722211,638.6859925,63868.59925
31130,0.456599967,16271.75643,223.6366844,144.2566214,480.6114509,48061.14509
31131,1.205695616,58881.36201,268.2422966,110.8592859,410.6664412,41066.64412
31132,0.986209318,26733.90044,287.6826231,206.2077219,533.0119443,53301.19443
31133,0.491657269,10178.27867,162.9250391,124.2263056,198.6217033,19862.17033
31134,0.714167873,44357.77029,619.4716895,386.2812103,869.0796575,86907.96575
31135,1.089266847,39505.08741,595.8911007,314.7723794,899.7683385,89976.83385
31136,0.973926284,35163.91336,347.7844586,284.7453892,587.825128,58782.5128
31137,0.66709375,24667.64512,404.3643933,271.3687532,393.9920522,39399.20522
31138,1.161041192,65605.05694,170.3158695,251.094539,283.6339285,28363.39285
31139,0.87011859,50984.31796,310.1416444,165.8912642,656.5615275,65656.15275
31140,1.012931952,45717.75007,328.091078,252.0160704,582.4848269,58248.48269
31141,1.363726267,34274.46837,479.6914351,202.5394973,712.5881696,71258.81696
31142,1.95457574,69000.65365,290.5137348,156.6365754,618.2878602,61828.78602
31143,1.198369949,50691.25155,540.8606109,210.0406251,875.0604821,87506.04821
31144,0.705752434,18391.21569,112.5598352,96.7964772,179.7464258,17974.64258
31145,0.910392105,15312.34275,306.6446534,215.3972828,401.7990562,40179.90562
31146,1.267314966,58835.41248,243.1867246,180.6598099,274.3772553,27437.72553
31147,0.983439662,29378.54033,202.61414,258.3215816,349.828429,34982.8429
31148,0.737594645,29192.29225,254.7464007,153.8541181,291.4437844,29144.37844
31149,0.66857858,38856.36329,288.0732132,315.2849022,551.3148914,55131.48914
31150,1.065467867,54841.40377,450.5455221,267.0508052,749.8942693,74989.42693
31151,0.87919112,40070.19096,313.9831058,127.8162055,416.1954452,41619.54452
31152,1.386518888,34812.90792,362.7993001,163.4722476,494.0352023,49403.52023
31153,1.859033696,85052.82672,248.8815774,268.8946115,419.7985829,41979.85829
31154,1.466630722,75583.30461,98.76580984,88.47530694,121.0086743,12100.86743
31155,1.293926832,56738.12453,276.8447351,281.8629672,442.1390695,44213.90695
31156,1.472592805,47619.97652,344.8967266,225.0717269,603.4464391,60344.64391
31157,0.709518568,31073.39308,356.5416765,417.0933572,462.6522499,46265.22499
31158,1.080994327,34075.42442,170.7640658,68.99750521,247.2114323,24721.14323
31159,1.112923444,46088.56313,377.949473,223.7576397,536.9947569,53699.47569
31160,0.513684972,23344.64463,487.8523922,261.1702009,952.0624052,95206.24052
31161,1.728878043,39149.62643,140.0566145,128.1848229,211.5491485,21154.91485
31162,1.294153635,55811.38959,193.1543653,188.5149573,394.4171564,39441.71564
31163,0.537567816,20716.16359,285.3060685,196.4855737,392.8743905,39287.43905
31164,0.801852973,30219.10832,453.2757042,179.5012011,916.5212723,91652.12723
31165,1.093625858,29284.18962,222.1614027,118.6930838,384.9587966,38495.87966
31166,1.424307397,67434.16416,541.1726472,403.8712124,775.7968873,77579.68873
31167,1.979452591,52013.05793,165.1152981,119.312594,242.1572551,24215.72551
31168,1.066483184,54783.58658,264.5016502,409.4943481,408.3279742,40832.79742
31169,0.933903784,42847.00976,451.2221352,325.1838595,1055.538209,105553.8209
31170,0.93159123,32379.1926,154.4422418,188.2459966,231.9295166,23192.95166
31171,0.963029082,37913.06987,211.7728565,230.2949958,295.1445302,29514.45302
31172,1.110968527,40792.99707,583.0025249,478.0704591,1047.110506,104711.0506
31173,1.632769172,75762.47887,273.3296133,203.1437579,280.0148497,28001.48497
31174,0.420670734,16413.1228,315.4963577,198.4131714,450.4427474,45044.27474
31175,1.365059396,78925.70034,511.8574336,341.3725264,1135.359338,113535.9338
31176,1.498620388,57563.83358,357.3919793,331.9105167,579.8220261,57982.20261
31177,1.243442126,33434.14124,475.6071596,252.5780808,793.1822438,79318.22438
31178,0.56650184,29636.74646,548.4519241,407.84712,864.7699244,86476.99244
31179,0.787480756,44760.97523,304.6983687,316.3663074,494.6902748,49469.02748
31180,1.136243481,39337.86391,343.7564678,380.957541,564.6363849,56463.63849
31181,1.35860308,62536.24128,256.6984457,166.5792143,448.5787119,44857.87119
31182,0.776987578,48361.40212,272.5315538,318.0496898,524.4014474,52440.14474
31183,0.507850777,23893.24954,454.8408693,290.8240447,606.4101368,60641.01368
31184,0.679140476,29510.81028,219.6443848,262.1785372,387.005375,38700.5375
31185,0.844754724,36288.36756,99.83515681,89.22940336,204.5232519,20452.32519
31186,1.798127549,75037.64129,471.7593346,256.6353265,1015.728738,101572.8738
31187,0.880743436,34677.64217,208.3064628,195.5748905,357.4574065,35745.74065
31188,0.922636263,27779.9117,483.5162345,429.7903325,780.8949686,78089.49686
31189,1.127224936,45915.31976,214.5509192,245.2832623,411.8355716,41183.55716
31190,1.167982232,44979.56804,545.4584208,442.1848491,867.079887,86707.9887
31191,1.060995931,51726.97019,554.6972286,405.149905,610.7773265,61077.73265
31192,1.171519186,47216.77799,523.4235726,384.6759805,714.7148649,71471.48649
31193,0.802850515,41768.31034,445.2555216,286.5357523,625.4102605,62541.02605
31194,0.811806303,32866.19717,147.7348535,174.1511143,142.214594,14221.4594
31195,0.767494392,30103.4952,633.1274072,490.8104448,775.6360838,77563.60838
31196,0.62797489,15840.87581,315.2893949,261.437152,327.2113541,32721.13541
31197,1.255611416,61159.45799,296.3260124,560.6668958,392.0116084,39201.16084
31198,1.132220798,32478.07036,263.2999237,241.3196259,303.1290998,30312.90998
31199,1.092188052,43791.76792,510.8018323,504.4427845,484.3677605,48436.77605
31200,0.548228733,18198.64005,490.3057793,200.5679273,1176.673803,117667.3803
31201,0.966182968,48124.14136,308.2877533,130.0113662,590.9660636,59096.60636
31202,1.29708309,83238.04957,160.7164053,281.8731192,284.8024891,28480.24891
31203,0.473933146,14758.11778,402.5262571,439.4851841,749.7925903,74979.25903
31204,0.940670104,34551.00394,219.5091242,189.3288295,373.850696,37385.0696
31205,1.023371344,52028.8188,201.1831398,157.3715797,267.1466002,26714.66002
31206,0.848252686,36020.28502,249.2015968,392.3927747,478.1142988,47811.42988
31207,1.122029829,30263.88713,343.7895022,422.4385833,569.3693566,56936.93566
31208,1.235619273,50888.51882,231.8786427,278.9215203,278.7653317,27876.53317
31209,0.585458642,14133.42576,358.6807464,234.3644716,495.0237656,49502.37656
31210,1.713616089,58182.53522,341.248286,286.6465584,623.8955072,62389.55072
31211,0.917481531,55049.66993,250.1686526,222.364853,404.6071162,40460.71162
31212,1.190640433,29908.06211,376.6903078,228.0027836,490.4416047,49044.16047
31213,0.374232142,19190.01246,364.2040343,319.3352727,591.3545194,59135.45194
31214,0.768457889,39643.93514,270.6410004,126.1795846,615.5350997,61553.50997
31215,1.294375258,74747.0606,668.2807381,454.4415947,1062.181867,106218.1867
31216,1.337424958,62764.25767,360.4658489,326.3198062,436.5761238,43657.61238
31217,1.215700221,44006.07992,185.1203297,115.8177146,160.7047585,16070.47585
31218,1.126573121,44482.18698,137.2826861,180.932793,116.1778796,11617.78796
31219,0.807546182,34022.59118,235.85408,133.6357211,255.5090063,25550.90063
31220,0.540764547,20178.18707,198.1636676,200.9266671,410.1711495,41017.11495
31221,1.224504366,64092.19685,370.4401266,253.1980617,459.0321581,45903.21581
31222,1.181826284,51651.16688,228.4936714,361.2039624,284.3694059,28436.94059
31223,1.595152946,41366.05742,242.9131415,206.8176609,415.3349491,41533.49491
31224,1.407356225,82017.00323,266.0205612,146.5604356,482.3584143,48235.84143
31225,0.796653563,19221.05934,309.3725224,186.2284038,629.3616469,62936.16469
31226,1.327581522,39044.26144,283.412141,238.4717014,447.683132,44768.3132
31227,1.003111294,48959.40494,226.5924945,428.2806111,375.0820911,37508.20911
31228,1.151526952,64627.4829,258.3291609,83.88119638,387.2949571,38729.49571
31229,1.285797592,36599.57447,236.4903571,56.284159,404.2596469,40425.96469
31230,1.584457476,54291.38753,175.1580875,111.9175623,209.4811802,20948.11802
31231,1.367567463,46797.79973,501.2639208,335.6334029,986.0813283,98608.13283
31232,1.446938369,74557.05559,200.8216502,176.3302027,358.0062151,35800.62151
31233,0.879778908,39927.28726,496.5917892,391.3798487,797.7198157,79771.98157
31234,0.767122747,23929.79548,162.2003209,165.8045628,319.2004747,31920.04747
31235,1.406069571,41638.35548,269.2264886,47.51585793,585.4870649,58548.70649
31236,0.740887027,31926.0563,223.0396938,277.4634598,317.7327882,31773.27882
31237,0.780306132,46404.79145,543.4985471,332.8229854,757.4531158,75745.31158
31238,0.552616471,18497.01601,191.3563988,181.3081027,359.8812742,35988.12742
31239,0.888103527,58315.69377,211.6830755,207.0979751,233.0119906,23301.19906
31240,1.045641994,52005.39646,422.1045284,313.8278854,444.2872333,44428.72333
31241,0.5345288,17995.81102,151.2994557,195.2051488,187.4785993,18747.85993
31242,0.901766893,37159.61497,192.5745193,223.7082813,321.9926137,32199.26137
31243,0.734608218,34181.78339,189.8049883,107.9196304,281.9901156,28199.01156
31244,0.78049475,25478.53558,438.98092,217.7702764,913.6246115,91362.46115
31245,0.676519871,43230.05171,579.1543091,210.1029733,1042.452248,104245.2248
31246,0.63209822,40418.25072,505.8999174,334.5151602,883.756266,88375.6266
31247,0.504654916,23112.75561,216.8554385,185.0737752,340.8925743,34089.25743
31248,0.813253097,31458.34769,251.4945941,250.2144235,431.3221993,43132.21993
31249,1.15587603,44133.54854,71.33407963,77.11463959,111.8004954,11180.04954
31250,1.245601956,76001.73961,336.2896075,532.4838662,489.7005043,48970.05043
31251,0.999671723,24832.17924,398.5552534,275.7180841,478.0796017,47807.96017
31252,1.791182072,69639.96396,273.1380363,394.6988249,528.2646778,52826.46778
31253,1.308326288,45691.96872,286.0535809,359.7325638,482.9446415,48294.46415
31254,1.782693533,52145.37815,235.1501845,85.38505158,252.7158906,25271.58906
31255,0.662128632,26647.36966,364.2856108,243.6895489,678.5242772,67852.42772
31256,0.730782108,46488.85757,224.8233901,68.18903147,297.2305337,29723.05337
31257,1.056448309,35868.61506,242.9307445,256.9120784,333.7894475,33378.94475
31258,1.24754018,69875.38663,242.2634585,217.7401954,374.3135602,37431.35602
31259,1.133850785,58337.10672,165.5381292,122.3748295,215.0439389,21504.39389
31260,1.296938821,48568.82077,339.7416472,189.287968,545.1420838,54514.20838
31261,0.908199868,48425.32538,197.6641472,181.7079226,287.4803905,28748.03905
31262,1.39029245,63520.48335,315.8092924,299.9804299,343.94775,34394.775
31263,1.197980825,24073.78594,450.906814,221.3098791,720.7406056,72074.06056
31264,0.426727418,18893.81679,452.7853681,264.2398171,942.5813709,94258.13709
31265,1.075689253,49075.94798,239.1864737,174.8851808,476.1272454,47612.72454
31266,0.950061124,25590.60503,153.8378951,124.7477883,247.971254,24797.1254
31267,0.489877094,18118.77582,425.087101,245.8143698,546.7401559,54674.01559
31268,0.559270779,24124.7011,540.1658983,348.360812,854.1925793,85419.25793
31269,0.498588317,15308.45097,301.1610218,336.164419,357.5825869,35758.25869
31270,0.586177071,32771.50865,163.7584376,162.6772144,288.9106418,28891.06418
31271,1.041351107,39839.00309,327.2557556,352.7371031,324.393503,32439.3503
31272,1.290254682,37452.05496,603.1688886,468.9520311,591.8655227,59186.55227
31273,0.876295788,44636.31457,203.2866459,230.1969489,269.3310314,26933.10314
31274,1.42683089,57307.28101,207.5916966,350.5651808,303.7716266,30377.16266
31275,0.492121758,21138.07019,362.9150782,350.9405175,754.1974356,75419.74356
31276,1.008209115,42242.38839,432.4291336,331.8656993,671.7679793,67176.79793
31277,1.769117045,91695.55443,438.0009365,279.289411,555.1934185,55519.34185
31278,0.872250242,31038.27276,240.6410924,243.5039793,536.4728945,53647.28945
31279,0.832563024,30635.69837,484.9657675,541.1850428,660.8785546,66087.85546
31280,0.933555183,29442.51439,194.9650571,161.6342478,258.3060119,25830.60119
31281,1.432465454,43507.87011,269.7655664,264.274454,535.7447383,53574.47383
31282,0.799356441,18977.91707,252.7761969,238.0028158,614.9011806,61490.11806
31283,1.314476773,40072.62393,354.2609338,229.9460575,676.1311567,67613.11567
31284,1.057478374,54793.3753,429.2455475,443.13415,575.6371739,57563.71739
31285,1.22856755,59367.58103,478.8170735,383.2181605,846.7490481,84674.90481
31286,0.835332557,27522.66925,398.0296364,489.875584,451.1808269,45118.08269
31287,1.891322459,54814.54895,222.8719284,187.7305387,427.3275986,42732.75986
31288,0.666198154,16878.37728,345.4774089,102.5069078,444.862008,44486.2008
31289,0.725749794,47046.9367,394.6040393,277.5330983,632.5657074,63256.57074
31290,0.405710448,12226.28183,208.7104283,328.2450144,344.2246487,34422.46487
31291,1.258078321,55814.00046,299.5858668,247.4538072,366.8651343,36686.51343
31292,0.288595233,15350.12597,123.4392373,179.4617024,214.2113889,21421.13889
31293,1.432632185,34111.98685,272.0269959,172.9997729,610.2528275,61025.28275
31294,1.604005249,73766.57759,231.1085856,80.36743565,322.4218416,32242.18416
31295,1.28324436,47883.50992,199.5324132,97.00775586,339.106796,33910.6796
31296,1.096856315,46738.6174,329.8046342,329.7675637,470.8109117,47081.09117
31297,0.907131643,45745.0516,339.7674367,238.7351667,453.5884897,45358.84897
31298,0.497801957,22121.97575,360.1659805,259.0831318,347.7178643,34771.78643
31299,0.819404824,36551.67718,241.1756014,299.5179105,272.8708062,27287.08062
31300,1.044215563,39131.50843,308.5859485,166.1306583,469.4567603,46945.67603
31301,1.208506627,55264.35796,444.3836742,238.5586355,543.348869,54334.8869
31302,0.933455083,46434.43999,199.4056104,277.1360824,300.9992681,30099.92681
31303,1.28124262,61709.73008,358.2387394,241.4651224,673.5834336,67358.34336
31304,1.699125328,70265.25113,274.7060841,257.7792159,304.9419882,30494.19882
31305,0.80930775,28886.48759,261.497334,90.44531352,489.3818804,48938.18804
31306,0.398263174,21076.55337,496.6515665,513.722709,609.2005848,60920.05848
31307,1.510384213,64603.68623,309.7672626,362.8923163,445.7985563,44579.85563
31308,1.434878678,46921.30599,178.7012735,219.7390971,285.7718298,28577.18298
31309,0.772392756,31121.32931,221.5133003,127.0857813,440.5894246,44058.94246
31310,0.790014823,15151.93178,395.2828684,370.0585151,718.1078158,71810.78158
31311,1.968057406,36857.92028,232.6582792,275.9804957,457.4119327,45741.19327
31312,0.558875599,15643.90716,318.7126395,439.3167297,700.0734086,70007.34086
31313,0.716312326,24845.71918,306.2074278,179.6364402,460.0389429,46003.89429
31314,1.96206378,52951.11772,245.6253318,222.4540163,307.3064223,30730.64223
31315,0.570433851,23783.21172,538.3672957,424.284959,1192.589045,119258.9045
31316,0.525584973,24175.55825,455.5504291,332.8545048,828.3591253,82835.91253
31317,1.41515794,61623.41745,444.6733631,131.6906535,606.1741568,60617.41568
31318,1.385733829,46506.06943,251.4392661,227.5899303,507.8834442,50788.34442
31319,0.626608079,18478.19704,325.733382,384.3232646,467.5945346,46759.45346
31320,1.095538696,48771.84246,215.0813487,245.8311704,306.291051,30629.1051
31321,0.87692308,27594.55108,289.3021415,368.3756666,452.4651664,45246.51664
31322,1.128667651,49345.68862,455.0639648,488.2544798,856.9982444,85699.82444
31323,0.883773123,24606.43002,392.3629189,376.8826536,757.3842869,75738.42869
31324,0.950291544,39616.63987,185.5625895,110.2228926,349.7333356,34973.33356
31325,1.237520102,40706.35999,151.5516523,230.0883019,220.7138118,22071.38118
31326,1.062439322,50510.55311,216.4048504,164.7545123,209.6010881,20960.10881
31327,0.893326832,25888.31333,184.9310797,272.8314852,285.7571264,28575.71264
31328,0.839574524,48205.54456,177.41232,150.5983688,252.8262469,25282.62469
31329,0.236827836,15106.23001,460.9773907,351.1656676,894.4676288,89446.76288
31330,0.642643025,16927.19977,434.0859193,195.4625796,656.6896579,65668.96579
31331,0.666934655,23725.59085,570.1536736,202.5750496,665.2375531,66523.75531
31332,1.173396322,35383.68009,133.3829217,105.36616,216.1778417,21617.78417
31333,0.598347064,25095.9733,302.0855745,242.1596638,379.1065088,37910.65088
31334,0.852183119,47390.59599,516.4888849,442.259971,579.0635382,57906.35382
31335,1.036692609,46544.445,300.6853185,356.1162237,391.4138692,39141.38692
31336,2.038615084,87430.347,240.8642591,217.7419179,401.7318335,40173.18335
31337,0.963914855,53982.03022,344.6372089,166.2833169,617.4313115,61743.13115
31338,0.626087095,36591.52135,293.5037268,237.210675,326.1916265,32619.16265
31339,0.870278181,43916.1556,379.1765463,319.460379,531.1907425,53119.07425
31340,0.491626982,27128.11831,149.9871856,243.7730339,115.6088709,11560.88709
31341,1.426033529,48221.74142,472.7690879,191.7723458,729.4655219,72946.55219
31342,1.172945863,57294.93262,197.9295955,178.9967113,284.627359,28462.7359
31343,0.761498947,30041.3814,109.4628153,177.8977726,188.5111771,18851.11771
31344,0.964294972,23037.03385,442.8475272,324.5807366,752.9049535,75290.49535
31345,1.391293168,49124.34138,278.6167915,193.8376698,460.8965533,46089.65533
31346,0.816863872,28583.49019,242.80236,160.8693226,435.1448435,43514.48435
31347,1.309259703,60563.38933,454.6255613,111.6999382,670.8073846,67080.73846
31348,0.904231607,25130.5417,248.6130529,159.9650514,556.4794821,55647.94821
31349,0.753993959,27276.8128,116.9332116,80.6193133,124.8418813,12484.18813
31350,0.59777131,36230.118,251.0755105,237.7030259,446.4016146,44640.16146
31351,1.372834629,29878.70985,453.449627,195.1652356,904.8423834,90484.23834
31352,1.012500974,28098.18644,217.9052285,97.6176606,383.0894978,38308.94978
31353,0.850557611,29431.70627,485.0989357,267.092826,1023.613463,102361.3463
31354,0.891156226,39193.76047,273.6913586,232.5245604,458.1601467,45816.01467
31355,1.125289408,41503.43077,146.2809717,150.3730471,247.0444387,24704.44387
31356,0.988237582,34074.04006,575.168294,305.7484732,781.6835284,78168.35284
31357,0.94160965,24665.58672,309.4858374,212.6880435,596.6741011,59667.41011
31358,0.910751173,36267.11305,251.9668971,226.8488532,336.8593836,33685.93836
31359,0.750630589,31263.8899,192.9891804,241.4217921,204.240462,20424.0462
31360,1.222545533,24706.18264,351.325974,138.4972596,432.6220237,43262.20237
31361,0.84637178,23938.41396,314.6169655,269.0186412,485.893134,48589.3134
31362,1.249055094,48093.31114,343.5240673,300.5121078,587.5988002,58759.88002
31363,0.984290513,34016.53243,485.733983,458.775743,754.1869061,75418.69061
31364,1.140197853,75189.50808,339.0802704,369.220548,611.9398805,61193.98805
31365,0.6134074,31479.43103,235.7240108,338.9632669,440.8705769,44087.05769
31366,1.501629866,54341.97758,319.4776156,298.8777085,458.2377251,45823.77251
31367,1.110029718,52100.15338,140.2373634,110.2148948,183.0415531,18304.15531
31368,0.701110116,18743.38992,416.6185655,121.121784,764.5301269,76453.01269
31369,1.283808479,53038.25554,243.2618712,512.3024577,316.0510389,31605.10389
31370,0.982852621,51195.82007,368.0698578,339.3402838,617.7178797,61771.78797
31371,0.931794123,25305.98607,195.9782562,131.2191186,297.9615669,29796.15669
31372,0.478216708,26232.01223,445.4427974,312.0165728,722.1776643,72217.76643
31373,0.921317568,36271.60648,535.4034921,516.827169,893.9353523,89393.53523
31374,0.499703035,18428.31072,300.3671383,202.1931115,463.8275969,46382.75969
31375,0.766442477,27075.64296,175.8846794,112.789615,359.5271822,35952.71822
31376,1.66383958,69574.95315,272.8183244,232.4964537,602.4663208,60246.63208
31377,0.901874008,37152.10024,153.5678766,201.2242928,310.7514024,31075.14024
31378,1.642683756,36102.56108,386.0725284,304.9370584,817.4907896,81749.07896
31379,1.589609023,52503.11032,350.9940463,315.497384,537.6974026,53769.74026
31380,1.40331383,66621.25229,295.927987,447.6597576,304.0565972,30405.65972
31381,0.572486608,20518.67825,379.9047516,413.5001626,570.8349027,57083.49027
31382,0.597177234,16401.20677,165.419209,305.4382858,260.1835715,26018.35715
31383,0.542935981,37770.36513,421.173343,295.9033923,771.269476,77126.9476
31384,1.00021689,25290.3385,158.3218823,398.1003997,171.3362334,17133.62334
31385,1.020764761,50638.01567,532.1608547,516.6301775,713.5771435,71357.71435
31386,0.692282337,20295.54272,235.2925812,108.4942418,427.6685173,42766.85173
31387,1.056067655,67831.32274,137.1992554,261.8155393,227.7830405,22778.30405
31388,0.910407138,44807.34501,375.412392,384.95539,538.9016793,53890.16793
31389,1.220067929,43955.44342,390.8803884,219.0006891,599.8766928,59987.66928
31390,0.695670763,36387.52794,497.4947499,341.1030119,1017.646544,101764.6544
31391,1.256654104,41850.4392,193.7932232,263.2270536,333.7301407,33373.01407
31392,1.513839839,58701.54452,407.6173602,182.5251627,755.801017,75580.1017
31393,1.258782042,68326.79193,485.078016,360.773767,642.0198687,64201.98687
31394,1.149003613,51494.51047,102.2519563,60.41211718,142.4636528,14246.36528
31395,0.677588703,19936.23462,369.3646603,225.0189487,590.5312565,59053.12565
31396,0.90893357,63341.48251,292.2558304,334.2250094,513.754392,51375.4392
31397,1.506152873,99741.72649,91.70574868,170.6966923,116.1644421,11616.44421
31398,0.765207496,23549.71063,233.8435883,215.4849274,450.5138721,45051.38721
31399,0.442351366,22151.78612,521.2831037,433.1230185,766.6606334,76666.06334
31400,0.325741466,9081.854798,228.866423,180.3343362,528.9762583,52897.62583
31401,0.864390629,21729.66751,432.0760848,295.414661,673.0053841,67300.53841
31402,1.287349244,26757.50376,310.0854355,516.8967087,659.1700186,65917.00186
31403,0.871592832,37777.8506,244.1328181,138.8581137,320.8382143,32083.82143
31404,0.488820095,18759.29881,120.2819846,118.3383163,253.6030806,25360.30806
31405,1.044215026,45574.23091,478.4654636,196.1330574,989.650643,98965.0643
31406,0.610973161,22558.05958,243.2758464,200.9621059,497.8337711,49783.37711
31407,0.564347534,22252.6834,467.5982516,236.0540319,970.2996728,97029.96728
31408,0.845835379,52892.03202,318.2862198,210.0860774,590.0406811,59004.06811
31409,1.063981409,34875.96078,130.2864926,58.14260258,237.9306276,23793.06276
31410,1.170122438,37503.17222,235.9941793,263.6728319,329.014262,32901.4262
31411,1.050682913,46067.64764,400.6070931,200.3298384,778.6910871,77869.10871
31412,1.158642314,44364.52,297.2027667,291.6519774,370.0612995,37006.12995
31413,0.960338758,31607.19594,326.4215399,139.9056606,730.6089288,73060.89288
31414,0.436343146,14179.97621,319.4422102,327.992725,663.450006,66345.0006
31415,1.206843673,72120.99851,524.0820447,364.1388042,1128.889396,112888.9396
31416,0.93711249,42895.96011,118.0373913,281.5145779,91.15464574,9115.464574
31417,0.795721778,28755.53536,481.3173287,243.9185583,733.801187,73380.1187
31418,1.418857267,34474.68266,242.8539532,211.9732857,365.962975,36596.2975
31419,1.307870422,57316.25933,387.1053745,201.2365727,686.4835821,68648.35821
31420,1.083810008,24958.43582,93.00428984,113.2878369,104.3945246,10439.45246
31421,1.019239493,44037.66809,310.6994308,445.8311712,451.2423647,45124.23647
31422,1.436111358,37396.96664,356.7588514,185.1187831,628.4789182,62847.89182
31423,1.234767446,38529.93204,328.8890307,467.3365834,528.6100552,52861.00552
31424,0.953305561,32321.96258,252.6711009,171.1310141,321.2610874,32126.10874
31425,0.999645094,49711.89748,305.0213837,244.338747,450.7522246,45075.22246
31426,0.697705482,28010.15875,394.8237856,326.82848,669.162523,66916.2523
31427,0.911173643,28722.57591,425.9120481,335.4060307,864.1816195,86418.16195
31428,1.17480861,60353.08294,251.0144211,117.6892787,243.4962682,24349.62682
31429,0.410715302,19438.2106,234.9936275,187.7600333,350.6801628,35068.01628
31430,1.482309806,61683.29413,267.7854389,270.5095254,409.079176,40907.9176
31431,0.651159265,40198.77738,501.602756,363.9708516,651.9682505,65196.82505
31432,0.559590151,20005.87003,181.6512689,160.8875024,214.5498484,21454.98484
31433,0.461683599,13147.41267,457.5048732,494.5719249,808.4731002,80847.31002
31434,1.551284026,58798.24735,122.981064,170.9758198,213.7878873,21378.78873
31435,0.436813993,19601.52934,420.9806606,492.2457672,636.8425153,63684.25153
31436,0.643881334,25926.71388,112.377872,125.6490736,179.6345957,17963.45957
31437,1.506429624,68425.14808,225.3907103,206.6899046,207.9615303,20796.15303
31438,1.116770324,37810.68912,348.5542471,347.1942347,609.2160526,60921.60526
31439,1.106319893,55328.45832,516.2921047,274.7662689,1108.605318,110860.5318
31440,0.517368198,34533.72514,142.9483808,269.3563038,137.7282316,13772.82316
31441,0.462453427,21225.46362,164.3155167,169.7874356,332.2716292,33227.16292
31442,0.856594255,31282.61685,503.1693669,412.0425335,1045.776879,104577.6879
31443,0.348827766,17797.07871,273.9757644,275.915486,315.5580152,31555.80152
31444,1.129962092,30708.00263,229.8065414,338.5266997,300.0361298,30003.61298
31445,0.908995047,37897.25065,159.3858624,113.0682732,242.2454471,24224.54471
